filename,VehId,DayNum,Trip,Y_consumption_combustion_L_per_100km,Y_consumption_electric_kWh_per_km
Trip_860_VED_171115_week,437,17.0714396852,860,0.0,0.0
Trip_1309_VED_180516_week,337,200.498893259,1309,0.0,0.0
Trip_2961_VED_180808_week,537,282.984558676,2961,0.0,0.0
Trip_2181_VED_171220_week,359,56.9407858426,2181,0.0,0.0
Trip_106_VED_171206_week,609,39.044052213,106,0.0,0.0
Trip_1627_VED_180801_week,374,280.787726407,1627,0.0,0.0
Trip_1192_VED_180509_week,252,192.66535488,1192,0.0,0.0
Trip_1697_VED_180912_week,562,320.803113389,1697,0.0,0.0
Trip_1407_VED_180221_week,323,114.472518963,1407,0.0,0.0
Trip_1885_VED_180321_week,449,144.551535093,1885,0.0,0.0
Trip_1311_VED_180718_week,400,262.66547325,1311,0.0,0.0
Trip_876_VED_180509_week,237,192.757178519,876,0.0,0.0
Trip_4266_VED_180919_week,347,328.459612417,4266,0.0,0.0
Trip_1131_VED_180228_week,232,123.857687685,1131,0.0,0.0
Trip_1338_VED_180214_week,276,107.891459509,1338,0.0,0.0
Trip_2149_VED_180228_week,393,122.97528513,2149,0.0,0.0
Trip_737_VED_171101_week,237,2.87713909259,737,0.0,0.0
Trip_1495_VED_180509_week,557,193.420662824,1495,0.0,0.0
Trip_1210_VED_180307_week,374,130.796851176,1210,0.0,0.0
Trip_1233_VED_180228_week,351,126.791712593,1233,0.0,0.0
Trip_3826_VED_181003_week,457,340.12232312,3826,6.959143462889259,0.0051208780433182
Trip_2164_VED_181031_week,388,370.670016,2164,0.0,0.0
Trip_530_VED_171108_week,402,10.8813699259,530,0.0,0.0
Trip_1239_VED_180221_week,181,114.0310115,1239,0.0,0.0
Trip_802_VED_171108_week,378,13.8987733148,802,0.0,0.0
Trip_1066_VED_180425_week,584,178.497173296,1066,0.0,0.0
Trip_1036_VED_180523_week,435,209.632888926,1036,0.0,0.0
Trip_1967_VED_180829_week,340,302.690435167,1967,0.0,0.0
Trip_1099_VED_180912_week,392,320.822614806,1099,0.0,0.0
Trip_1972_VED_180328_week,366,149.84776525,1972,0.0,0.0
Trip_1267_VED_180228_week,484,123.892145556,1267,0.0,0.0
Trip_1446_VED_180228_week,492,121.562710907,1446,0.0,0.0
Trip_1619_VED_180822_week,538,295.897178954,1619,0.0,0.0
Trip_8321_VED_180516_week,490,203.724958778,8321,0.0,0.0
Trip_1150_VED_180110_week,278,74.6818935555,1150,0.0,0.0
Trip_1366_VED_180627_week,546,243.861422194,1366,0.0,0.0
Trip_648_VED_171213_week,251,47.652918287,648,0.0,0.0
Trip_257_VED_171213_week,577,44.9647802407,257,0.0,0.0
Trip_1326_VED_171129_week,132,31.95595475,1326,0.0,0.0
Trip_803_VED_180321_week,346,146.94933638,803,0.0,0.0
